,c_isTimeseries,c_isCube,publisher,temporal,spatial,programCode,modified,keyword,contactPoint,distribution,description,bureauCode,accessLevel,title,c_isAvailable,c_isAggregate,c_valuesLink,c_groupsLink,c_examplesLink,c_tagsLink,c_variablesLink,c_geographyLink,c_dataset,vintage
ACSCP1Y2016,,True,U.S. Census Bureau,unidentified,United States,006:004,2017-12-14,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population.  Summary file, Subject tables, Data profiles, and Comparison profiles are available for the us, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with each of the last four years of data and include statistical significance testing.  There are over 9,000 variables in this dataset.",,,ACS 1-Year Comparison Profile,True,True,https://api.census.gov/data/2016/acs/acs1/cprofile/values.json,https://api.census.gov/data/2016/acs/acs1/cprofile/groups.json,https://api.census.gov/data/2016/acs/acs1/cprofile/examples.json,https://api.census.gov/data/2016/acs/acs1/cprofile/tags.json,https://api.census.gov/data/2016/acs/acs1/cprofile/variables.json,https://api.census.gov/data/2016/acs/acs1/cprofile/geography.json,"('acs', 'acs1', 'cprofile')",2016.0
ACSCP1Y2017,,True,U.S. Census Bureau,unidentified,,006:004,2018-09-13 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with each of the last four years of data and include statistical significance testing.  There are over 1,000 variables in this dataset.",,,ACS 1-Year Comparison Profiles,True,True,https://api.census.gov/data/2017/acs/acs1/cprofile/values.json,https://api.census.gov/data/2017/acs/acs1/cprofile/groups.json,https://api.census.gov/data/2017/acs/acs1/cprofile/examples.json,https://api.census.gov/data/2017/acs/acs1/cprofile/tags.json,https://api.census.gov/data/2017/acs/acs1/cprofile/variables.json,https://api.census.gov/data/2017/acs/acs1/cprofile/geography.json,"('acs', 'acs1', 'cprofile')",2017.0
ACSCP1Y2018,,True,U.S. Census Bureau,unidentified,,006:004,2019-07-15 09:36:24.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with each of the last four years of data and include statistical significance testing.  There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Comparison Profiles 1-Year,True,True,https://api.census.gov/data/2018/acs/acs1/cprofile/values.json,https://api.census.gov/data/2018/acs/acs1/cprofile/groups.json,https://api.census.gov/data/2018/acs/acs1/cprofile/examples.json,https://api.census.gov/data/2018/acs/acs1/cprofile/tags.json,https://api.census.gov/data/2018/acs/acs1/cprofile/variables.json,https://api.census.gov/data/2018/acs/acs1/cprofile/geography.json,"('acs', 'acs1', 'cprofile')",2018.0
ACSCP5Y2015,,True,U.S. Census Bureau,unidentified,United States,006:004,2018-06-29 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population.  The comparison profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties and all places with a population of 5,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with prior 5-Year data and include statistical significance testing.  There are over 3,000 variables in this dataset.",,,ACS 5-Year Comparison Profiles,True,True,https://api.census.gov/data/2015/acs/acs5/cprofile/values.json,https://api.census.gov/data/2015/acs/acs5/cprofile/groups.json,https://api.census.gov/data/2015/acs/acs5/cprofile/examples.json,https://api.census.gov/data/2015/acs/acs5/cprofile/tags.json,https://api.census.gov/data/2015/acs/acs5/cprofile/variables.json,https://api.census.gov/data/2015/acs/acs5/cprofile/geography.json,"('acs', 'acs5', 'cprofile')",2015.0
ACSCP5Y2016,,True,U.S. Census Bureau,unidentified,United States,006:004,2017-12-07,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population.  The comparison profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties and all places with a population of 5,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with prior 5-Year data and include statistical significance testing.  There are over 3,000 variables in this dataset.",,,ACS 5-Year Comparison Profile,True,True,https://api.census.gov/data/2016/acs/acs5/cprofile/values.json,https://api.census.gov/data/2016/acs/acs5/cprofile/groups.json,https://api.census.gov/data/2016/acs/acs5/cprofile/examples.json,https://api.census.gov/data/2016/acs/acs5/cprofile/tags.json,https://api.census.gov/data/2016/acs/acs5/cprofile/variables.json,https://api.census.gov/data/2016/acs/acs5/cprofile/geography.json,"('acs', 'acs5', 'cprofile')",2016.0
ACSCP5Y2017,,True,U.S. Census Bureau,unidentified,,006:004,2018-10-19 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population.  The comparison profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties and all places with a population of 5,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with prior 5-Year data and include statistical significance testing.  There are over 3,000 variables in this dataset.",,,ACS 5-Year Comparison Profiles,True,True,https://api.census.gov/data/2017/acs/acs5/cprofile/values.json,https://api.census.gov/data/2017/acs/acs5/cprofile/groups.json,https://api.census.gov/data/2017/acs/acs5/cprofile/examples.json,https://api.census.gov/data/2017/acs/acs5/cprofile/tags.json,https://api.census.gov/data/2017/acs/acs5/cprofile/variables.json,https://api.census.gov/data/2017/acs/acs5/cprofile/geography.json,"('acs', 'acs5', 'cprofile')",2017.0
ACSCP5Y2018,,True,U.S. Census Bureau,unidentified,,006:004,2019-10-22 14:54:09.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:Acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population.  The comparison profiles include the following geographies: nation, all states (including DC and Puerto Rico), all metropolitan areas, all congressional districts, all counties and all places with a population of 5,000 or more.  Comparison profiles are similar to data profiles but also include comparisons with past-year data.  The current year data are compared with prior 5-Year data and include statistical significance testing.  There are over 3,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Comparison Profiles 5-Year,True,True,https://api.census.gov/data/2018/acs/acs5/cprofile/values.json,https://api.census.gov/data/2018/acs/acs5/cprofile/groups.json,https://api.census.gov/data/2018/acs/acs5/cprofile/examples.json,https://api.census.gov/data/2018/acs/acs5/cprofile/tags.json,https://api.census.gov/data/2018/acs/acs5/cprofile/variables.json,https://api.census.gov/data/2018/acs/acs5/cprofile/geography.json,"('acs', 'acs5', 'cprofile')",2018.0
ACSDP1Y2005,,True,U.S. Census Bureau,unidentified,,006:004,2019-08-29 09:56:34.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2005/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,True,True,https://api.census.gov/data/2005/acs/acs1/profile/values.json,https://api.census.gov/data/2005/acs/acs1/profile/groups.json,https://api.census.gov/data/2005/acs/acs1/profile/examples.json,https://api.census.gov/data/2005/acs/acs1/profile/tags.json,https://api.census.gov/data/2005/acs/acs1/profile/variables.json,https://api.census.gov/data/2005/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2005.0
ACSDP1Y2006,,True,U.S. Census Bureau,unidentified,,006:004,2019-08-29 09:40:51.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2006/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,True,True,https://api.census.gov/data/2006/acs/acs1/profile/values.json,https://api.census.gov/data/2006/acs/acs1/profile/groups.json,https://api.census.gov/data/2006/acs/acs1/profile/examples.json,,https://api.census.gov/data/2006/acs/acs1/profile/variables.json,https://api.census.gov/data/2006/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2006.0
ACSDP1Y2007,,True,U.S. Census Bureau,unidentified,,006:004,2019-08-29 09:13:41.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2007/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,True,True,https://api.census.gov/data/2007/acs/acs1/profile/values.json,https://api.census.gov/data/2007/acs/acs1/profile/groups.json,https://api.census.gov/data/2007/acs/acs1/profile/examples.json,https://api.census.gov/data/2007/acs/acs1/profile/tags.json,https://api.census.gov/data/2007/acs/acs1/profile/variables.json,https://api.census.gov/data/2007/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2007.0
ACSDP1Y2008,,True,U.S. Census Bureau,unidentified,,006:004,2019-08-29 08:38:11.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2008/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,True,True,https://api.census.gov/data/2008/acs/acs1/profile/values.json,https://api.census.gov/data/2008/acs/acs1/profile/groups.json,https://api.census.gov/data/2008/acs/acs1/profile/examples.json,https://api.census.gov/data/2008/acs/acs1/profile/tags.json,https://api.census.gov/data/2008/acs/acs1/profile/variables.json,https://api.census.gov/data/2008/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2008.0
ACSDP1Y2009,,True,U.S. Census Bureau,unidentified,,006:004,2019-08-27 12:22:20.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,True,True,https://api.census.gov/data/2009/acs/acs1/profile/values.json,https://api.census.gov/data/2009/acs/acs1/profile/groups.json,https://api.census.gov/data/2009/acs/acs1/profile/examples.json,https://api.census.gov/data/2009/acs/acs1/profile/tags.json,https://api.census.gov/data/2009/acs/acs1/profile/variables.json,https://api.census.gov/data/2009/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2009.0
ACSDP1Y2010,,True,U.S. Census Bureau,unidentified,United States,006:004,2018-06-20 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2010/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. The data profiles provide key estimates for each of the topic areas covered by the ACS for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",,,ACS 1-Year Data Profiles,True,True,https://api.census.gov/data/2010/acs/acs1/profile/values.json,https://api.census.gov/data/2010/acs/acs1/profile/groups.json,https://api.census.gov/data/2010/acs/acs1/profile/examples.json,https://api.census.gov/data/2010/acs/acs1/profile/tags.json,https://api.census.gov/data/2010/acs/acs1/profile/variables.json,https://api.census.gov/data/2010/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2010.0
ACSDP1Y2011,,True,U.S. Census Bureau,unidentified,United States,006:004,2018-06-20 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2011/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is a nationwide survey designed to provide communities a fresh look at how they are changing. The ACS replaced the decennial census long form in 2010 and thereafter by collecting long form type information throughout the decade rather than only once every 10 years. Questionnaires are mailed to a sample of addresses to obtain information about households -- that is, about each person and the housing unit itself. The American Community Survey produces demographic, social, housing and economic estimates in the form of 1 and 5-year estimates based on population thresholds. The strength of the ACS is in estimating population and housing characteristics. The data profiles provide key estimates for each of the topic areas covered by the ACS for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more. Although the ACS produces population, demographic and housing unit estimates,it is the Census Bureau's Population Estimates Program that produces and disseminates the official estimates of the population for the nation, states, counties, cities and towns, and estimates of housing units for states and counties. For 2010 and other decennial census years, the Decennial Census provides the official counts of population and housing units.",,,ACS 1-Year Data Profiles,True,True,https://api.census.gov/data/2011/acs/acs1/profile/values.json,https://api.census.gov/data/2011/acs/acs1/profile/groups.json,https://api.census.gov/data/2011/acs/acs1/profile/examples.json,https://api.census.gov/data/2011/acs/acs1/profile/tags.json,https://api.census.gov/data/2011/acs/acs1/profile/variables.json,https://api.census.gov/data/2011/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2011.0
ACSDP1Y2012,,True,U.S. Census Bureau,unidentified,United States,006:004,2018-06-20 00:00:00.0,(),"{'fn': 'American Community Survey Office', 'hasEmail': 'mailto:acso.users.support@census.gov'}","{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}","The American Community Survey (ACS) is an ongoing survey that provides data every year -- giving communities the current information they need to plan investments and services. The ACS covers a broad range of topics about social, economic, demographic, and housing characteristics of the U.S. population. Much of the ACS data provided on the Census Bureau's Web site are available separately by age group, race, Hispanic origin, and sex.  Summary files, Subject tables, Data profiles, and Comparison profiles are available for the nation, all 50 states, the District of Columbia, Puerto Rico, every congressional district, every metropolitan area, and all counties and places with populations of 65,000 or more.  Data profiles contain broad social, economic, housing, and demographic information. The data are presented as population counts and percentages. There are over 1,000 variables in this dataset.",,,ACS 1-Year Data Profiles,True,True,https://api.census.gov/data/2012/acs/acs1/profile/values.json,https://api.census.gov/data/2012/acs/acs1/profile/groups.json,https://api.census.gov/data/2012/acs/acs1/profile/examples.json,https://api.census.gov/data/2012/acs/acs1/profile/tags.json,https://api.census.gov/data/2012/acs/acs1/profile/variables.json,https://api.census.gov/data/2012/acs/acs1/profile/geography.json,"('acs', 'acs1', 'profile')",2012.0
